"","station_nbr","date","tmax","tmin","tavg","dewpoint","wetbulb","heat","cool","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","eventdist"
"20506",9,"2014-10-31",39,25,32,18,27,33,0,NA,0,29,30,8,36,8,0
"9",10,"2012-01-01",73,53,63,55,58,2,0,NA,0,30,30,5,24,5,0
"28",10,"2012-01-02",65,45,55,33,46,10,0,NA,0,30,30,10,30,11,0
"47",10,"2012-01-03",48,34,41,11,31,24,0,NA,0,30,30,11,31,12,0
"66",10,"2012-01-04",53,32,43,16,33,22,0,NA,0,30,30,3,29,5,0
"85",10,"2012-01-05",68,36,52,37,45,13,0,NA,0,30,30,8,27,8,0
"104",10,"2012-01-06",72,44,58,44,50,7,0,NA,0,30,30,2,21,4,0
"123",10,"2012-01-07",71,49,60,51,54,5,0,NA,0,30,30,1,20,3,0
"142",10,"2012-01-08",75,49,62,51,55,3,0,NA,0,30,30,3,14,3,0
"161",10,"2012-01-09",75,52,64,54,58,1,0,NA,0,30,30,2,16,2,0
"180",10,"2012-01-10",74,56,65,56,60,0,0,NA,0,30,30,3,17,4,0
"199",10,"2012-01-11",75,59,67,55,60,0,2,NA,0,29,29,10,20,13,0
"218",10,"2012-01-12",75,52,64,52,58,1,0,NA,0,29,29,10,24,11,0
"237",10,"2012-01-13",65,43,54,23,39,11,0,NA,0,30,30,8,29,9,0
"256",10,"2012-01-14",57,37,47,21,37,18,0,NA,0,30,30,7,31,8,0
"275",10,"2012-01-15",65,38,52,29,41,13,0,NA,0,30,30,5,31,7,0
"294",10,"2012-01-16",68,42,55,44,50,10,0,NA,0,30,30,3,7,5,0
"313",10,"2012-01-17",76,51,64,50,56,1,0,NA,0,30,30,4,22,5,0
"332",10,"2012-01-18",64,53,59,54,57,6,0,NA,0,30,30,4,24,6,0
"351",10,"2012-01-19",65,44,55,33,45,10,0,NA,0,30,30,3,36,6,0
"370",10,"2012-01-20",75,45,60,46,53,5,0,NA,0,30,30,5,18,6,0
"389",10,"2012-01-21",73,58,66,53,58,0,1,NA,0,30,30,7,19,7,0
"408",10,"2012-01-22",75,57,66,58,61,0,1,NA,0,30,30,2,6,5,0
"427",10,"2012-01-23",79,61,70,59,63,0,5,NA,0,30,30,2,16,4,0
"446",10,"2012-01-24",81,62,72,59,63,0,7,NA,0,30,30,2,15,4,0
"465",10,"2012-01-25",77,61,69,61,63,0,4,NA,0,30,30,3,9,3,0
"484",10,"2012-01-26",81,63,72,61,65,0,7,NA,0,30,30,6,17,6,0
"503",10,"2012-01-27",73,58,66,54,60,0,1,NA,0,29,29,8,24,11,0
"522",10,"2012-01-28",72,47,60,43,51,5,0,NA,0,30,30,2,29,3,0
"541",10,"2012-01-29",66,46,56,42,49,9,0,NA,0,30,30,7,1,8,0
"560",10,"2012-01-30",66,45,56,37,47,9,0,NA,0,30,30,5,3,7,0
"579",10,"2012-01-31",73,48,61,50,55,4,0,NA,0,30,30,5,6,6,0
"598",10,"2012-02-01",77,60,69,56,61,0,4,NA,0,30,30,4,16,5,0
"617",10,"2012-02-02",78,63,71,58,62,0,6,NA,0,30,30,1,31,4,0
"636",10,"2012-02-03",74,60,67,57,61,0,2,NA,0,30,30,6,4,7,0
"655",10,"2012-02-04",76,61,69,59,62,0,4,NA,0,30,30,4,11,6,0
"674",10,"2012-02-05",81,61,71,61,65,0,6,NA,0,30,30,1,21,4,0
"693",10,"2012-02-06",71,59,65,58,61,0,0,NA,0,30,30,9,3,9,0
"712",10,"2012-02-07",67,58,63,53,56,2,0,NA,0,30,30,8,3,8,0
"731",10,"2012-02-08",73,53,63,47,53,2,0,NA,0,30,30,6,36,7,0
"750",10,"2012-02-09",68,50,59,44,51,6,0,NA,0,30,30,9,1,10,0
"769",10,"2012-02-10",75,56,66,56,59,0,1,NA,0,30,30,2,1,5,0
"788",10,"2012-02-11",61,39,50,36,46,15,0,NA,0,29,29,12,31,13,0
"807",10,"2012-02-12",50,30,40,10,30,25,0,NA,0,30,30,9,33,10,0
"826",10,"2012-02-13",60,31,46,27,39,19,0,NA,0,30,30,1,6,4,0
"845",10,"2012-02-14",74,49,62,50,55,3,0,NA,0,30,30,4,17,5,0
"864",10,"2012-02-15",71,61,66,59,61,0,1,NA,0,30,30,2,5,3,0
"883",10,"2012-02-16",78,61,70,59,63,0,5,NA,0,30,30,4,22,5,0
"902",10,"2012-02-17",68,61,65,61,63,0,0,NA,0,30,30,2,5,4,0
"921",10,"2012-02-18",71,60,66,59,61,0,1,NA,0,29,29,2,3,3,0
"940",10,"2012-02-19",83,62,73,58,63,0,8,NA,0,29,29,12,23,14,0
"959",10,"2012-02-20",62,52,57,41,48,8,0,NA,0,30,30,10,1,12,0
"978",10,"2012-02-21",69,54,62,50,55,3,0,NA,0,30,30,1,10,5,0
"997",10,"2012-02-22",77,55,66,56,60,0,1,NA,0,29,29,5,21,6,0
"1016",10,"2012-02-23",84,67,76,65,68,0,11,NA,0,29,29,13,23,13,0
"1035",10,"2012-02-24",86,62,74,62,67,0,9,NA,0,29,29,15,24,17,0
"1054",10,"2012-02-25",63,55,59,26,45,6,0,NA,0,30,30,10,34,11,0
"1073",10,"2012-02-26",60,52,56,44,51,9,0,NA,0,30,30,7,2,8,0
"1092",10,"2012-02-27",74,58,66,62,64,0,1,NA,0,30,30,1,35,3,0
"1111",10,"2012-02-28",73,63,68,60,62,0,3,NA,0,30,30,6,2,6,0
"1130",10,"2012-02-29",86,62,74,61,65,0,9,NA,0,30,30,5,21,6,0
"1149",10,"2012-03-01",81,69,75,62,66,0,10,NA,0,30,30,10,24,10,0
"1168",10,"2012-03-02",83,67,75,61,66,0,10,NA,0,29,29,7,22,8,0
"1187",10,"2012-03-03",88,69,79,64,69,0,14,NA,0,29,29,14,21,14,0
"1206",10,"2012-03-04",76,50,63,35,48,2,0,NA,0,29,29,11,31,13,0
"1225",10,"2012-03-05",78,44,61,33,48,4,0,NA,0,30,30,8,28,10,0
"1244",10,"2012-03-06",72,53,63,46,55,2,0,NA,0,30,30,11,8,13,0
"1263",10,"2012-03-07",75,65,70,52,60,0,5,NA,0,30,30,12,11,12,0
"1282",10,"2012-03-08",80,62,71,60,64,0,6,NA,0,30,30,5,14,5,0
"1301",10,"2012-03-09",84,65,75,61,66,0,10,NA,0,30,30,1,20,7,0
"1320",10,"2012-03-10",67,62,65,54,59,0,0,NA,0,30,30,17,4,17,0
"1339",10,"2012-03-11",75,63,69,56,62,0,4,NA,0,30,30,12,9,13,0
"1358",10,"2012-03-12",77,66,72,55,62,0,7,NA,0,30,30,9,11,9,0
"1377",10,"2012-03-13",81,61,71,57,63,0,6,NA,0,30,30,3,12,4,0
"1396",10,"2012-03-14",85,64,75,59,64,0,10,NA,0,30,30,3,13,4,0
"1415",10,"2012-03-15",83,63,73,61,66,0,8,NA,0,30,30,4,10,5,0
"1434",10,"2012-03-16",85,62,74,60,65,0,9,NA,0,30,30,3,14,5,0
"1453",10,"2012-03-17",86,64,75,59,65,0,10,NA,0,30,30,4,15,5,0
"1472",10,"2012-03-18",84,62,73,59,65,0,8,NA,0,30,30,4,14,5,0
"1491",10,"2012-03-19",85,63,74,60,65,0,9,NA,0,30,30,3,12,5,0
"1510",10,"2012-03-20",82,66,74,62,66,0,9,NA,0,30,30,7,11,7,1
"1529",10,"2012-03-21",82,69,76,63,67,0,11,NA,0,30,30,9,12,9,2
"1548",10,"2012-03-22",84,70,77,63,68,0,12,NA,0,30,30,7,13,8,3
"1567",10,"2012-03-23",88,68,78,64,68,0,13,NA,1,30,30,6,15,7,4
"1586",10,"2012-03-24",82,67,75,64,67,0,10,NA,0,29,29,6,22,7,3
"1605",10,"2012-03-25",80,64,72,51,60,0,7,NA,0,29,29,9,29,10,2
"1624",10,"2012-03-26",81,56,69,51,60,0,4,NA,0,29,29,1,5,7,1
"1643",10,"2012-03-27",82,62,72,58,63,0,7,NA,0,30,30,4,3,6,0
"1662",10,"2012-03-28",84,61,73,59,64,0,8,NA,0,30,30,4,15,5,1
"1681",10,"2012-03-29",87,66,77,58,65,0,12,NA,0,30,30,4,18,6,2
"1700",10,"2012-03-30",87,66,77,59,65,0,12,NA,0,29,29,5,17,5,3
"1719",10,"2012-03-31",76,66,71,62,65,0,6,NA,1,29,29,5,22,6,4
"1738",10,"2012-04-01",88,63,76,59,65,0,11,NA,0,29,29,6,27,7,3
"1757",10,"2012-04-02",92,67,80,58,66,0,15,NA,0,29,29,8,27,8,2
"1776",10,"2012-04-03",90,69,80,64,69,0,15,NA,0,29,29,1,13,6,1
"1795",10,"2012-04-04",90,71,81,62,68,0,16,NA,0,29,29,7,25,8,0
"1814",10,"2012-04-05",90,70,80,59,66,0,15,NA,0,29,29,8,25,9,0
"1833",10,"2012-04-06",82,62,72,56,62,0,7,NA,0,29,29,8,1,13,0
"1852",10,"2012-04-07",74,63,69,46,56,0,4,NA,0,30,30,11,5,11,0
"1871",10,"2012-04-08",78,57,68,48,58,0,3,NA,0,30,30,2,13,6,0
"1890",10,"2012-04-09",83,60,72,54,61,0,7,NA,0,30,30,2,19,6,0
"1909",10,"2012-04-10",85,66,76,50,60,0,11,NA,0,29,30,1,5,7,0
"1928",10,"2012-04-11",81,64,73,46,58,0,8,NA,0,29,30,6,31,8,0
"1947",10,"2012-04-12",72,59,66,50,58,0,1,NA,0,30,30,12,2,13,0
"1966",10,"2012-04-13",78,64,71,56,62,0,6,NA,0,30,30,10,6,11,0
"1985",10,"2012-04-14",82,68,75,59,65,0,10,NA,0,30,30,9,14,10,0
"2004",10,"2012-04-15",84,69,77,57,64,0,12,NA,0,30,30,9,14,10,0
"2023",10,"2012-04-16",86,66,76,58,65,0,11,NA,0,30,30,7,15,8,0
"2042",10,"2012-04-17",85,68,77,59,65,0,12,NA,0,30,30,7,16,8,0
"2061",10,"2012-04-18",87,71,79,60,67,0,14,NA,0,30,30,5,17,9,0
"2080",10,"2012-04-19",79,67,73,65,68,0,8,NA,0,29,29,2,12,4,0
"2099",10,"2012-04-20",88,71,80,62,68,0,15,NA,0,29,29,3,16,7,0
"2118",10,"2012-04-21",82,67,75,64,68,0,10,NA,0,29,29,4,15,7,0
"2137",10,"2012-04-22",79,66,73,57,63,0,8,NA,0,29,29,8,28,9,0
"2156",10,"2012-04-23",71,55,63,35,50,2,0,NA,0,29,29,12,29,12,0
"2175",10,"2012-04-24",75,50,63,32,49,2,0,NA,0,29,29,9,29,10,0
"2194",10,"2012-04-25",85,55,70,46,57,0,5,NA,0,30,30,9,24,10,0
"2213",10,"2012-04-26",92,61,77,53,62,0,12,NA,0,30,30,9,25,10,0
"2232",10,"2012-04-27",90,64,77,59,66,0,12,NA,0,30,30,4,20,7,0
"2251",10,"2012-04-28",91,66,79,61,67,0,14,NA,0,30,30,4,13,6,0
"2270",10,"2012-04-29",89,72,81,65,70,0,16,NA,0,30,30,6,13,7,0
"2289",10,"2012-04-30",87,72,80,67,71,0,15,NA,0,30,30,8,10,8,0
"2308",10,"2012-05-01",88,73,81,66,70,0,16,NA,0,30,30,9,11,9,0
"2327",10,"2012-05-02",87,73,80,66,70,0,15,NA,0,30,30,9,13,9,0
"2346",10,"2012-05-03",88,73,81,64,70,0,16,NA,0,30,30,8,14,9,0
"2365",10,"2012-05-04",92,74,83,65,70,0,18,NA,0,30,30,6,16,7,0
"2384",10,"2012-05-05",94,72,83,64,70,0,18,NA,0,29,29,4,18,7,0
"2403",10,"2012-05-06",96,72,84,63,69,0,19,NA,0,29,29,3,29,8,0
"2422",10,"2012-05-07",87,71,79,68,71,0,14,NA,0,29,29,5,6,6,0
"2441",10,"2012-05-08",87,72,80,67,71,0,15,NA,0,29,29,2,10,5,0
"2460",10,"2012-05-09",92,69,81,65,70,0,16,NA,0,29,29,7,26,8,0
"2479",10,"2012-05-10",82,63,73,58,64,0,8,NA,0,29,29,3,3,8,0
"2498",10,"2012-05-11",86,65,76,57,64,0,11,NA,0,30,30,5,9,8,1
"2517",10,"2012-05-12",85,73,79,57,65,0,14,NA,0,30,30,12,10,12,2
"2536",10,"2012-05-13",83,73,78,62,68,0,13,NA,0,30,30,9,14,10,3
"2555",10,"2012-05-14",86,69,78,66,70,0,13,NA,2,29,30,7,17,8,4
"2574",10,"2012-05-15",83,69,76,67,70,0,11,NA,0,29,29,3,19,5,3
"2593",10,"2012-05-16",79,71,75,67,70,0,10,NA,0,29,29,4,21,6,2
"2612",10,"2012-05-17",82,69,76,66,69,0,11,NA,0,29,29,1,19,4,1
"2631",10,"2012-05-18",82,67,75,64,68,0,10,NA,0,29,29,7,1,8,0
"2650",10,"2012-05-19",83,70,77,61,66,0,12,NA,0,29,30,9,2,11,0
"2669",10,"2012-05-20",85,65,75,54,62,0,10,NA,0,29,29,8,35,9,0
"2688",10,"2012-05-21",87,68,78,62,67,0,13,NA,0,29,29,2,1,8,0
"2707",10,"2012-05-22",90,71,81,62,68,0,16,NA,0,29,29,7,20,8,0
"2726",10,"2012-05-23",93,69,81,64,70,0,16,NA,0,29,29,4,16,7,0
"2745",10,"2012-05-24",91,76,84,69,73,0,19,NA,0,29,29,6,11,7,0
"2764",10,"2012-05-25",90,75,83,67,72,0,18,NA,0,29,30,7,3,8,1
"2783",10,"2012-05-26",94,72,83,65,71,0,18,NA,0,30,30,4,4,6,1
"2802",10,"2012-05-27",87,73,80,68,72,0,15,NA,0,29,29,19,35,21,2
"2821",10,"2012-05-28",86,72,79,70,72,0,14,NA,2,29,29,19,16,20,3
"2840",10,"2012-05-29",83,74,79,69,72,0,14,NA,1,29,29,14,19,14,4
"2859",10,"2012-05-30",96,78,87,70,74,0,22,NA,0,29,29,2,21,8,3
"2878",10,"2012-05-31",93,75,84,69,73,0,19,NA,0,29,29,4,17,7,2
"2898",10,"2012-06-01",85,75,NA,69,72,NA,NA,NA,0,29,29,9,20,9,1
"2918",10,"2012-06-02",92,73,83,62,69,0,18,NA,0,29,29,8,28,9,1
"2938",10,"2012-06-03",94,70,82,56,67,0,17,NA,0,29,29,3,28,6,2
"2958",10,"2012-06-04",98,74,86,63,71,0,21,NA,0,29,29,12,25,12,3
"2978",10,"2012-06-05",96,72,84,69,73,0,19,NA,1,29,29,4,26,9,2
"2998",10,"2012-06-06",92,73,83,70,73,0,18,NA,0,29,29,7,23,12,1
"3018",10,"2012-06-07",85,74,80,72,74,0,15,NA,1,29,29,2,10,5,2
"3038",10,"2012-06-08",82,74,78,68,71,0,13,NA,0,29,29,9,5,10,3
"3058",10,"2012-06-09",85,74,80,71,73,0,15,NA,3,29,30,8,11,9,4
"3078",10,"2012-06-10",89,76,83,74,75,0,18,NA,0,30,30,5,15,6,3
"3098",10,"2012-06-11",94,75,85,71,75,0,20,NA,0,30,30,6,15,8,1
"3118",10,"2012-06-12",95,74,85,71,74,0,20,NA,0,29,30,6,19,9,2
"3138",10,"2012-06-13",96,76,86,71,75,0,21,NA,0,29,29,2,23,6,3
"3158",10,"2012-06-14",94,72,NA,71,74,NA,NA,NA,1,29,29,6,5,8,4
"3178",10,"2012-06-15",83,76,80,65,70,0,15,NA,0,30,30,11,5,11,3
"3198",10,"2012-06-16",86,76,81,66,71,0,16,NA,0,30,30,12,5,12,2
"3218",10,"2012-06-17",85,73,79,64,69,0,14,NA,0,30,30,7,4,8,1
"3238",10,"2012-06-18",87,75,81,62,69,0,16,NA,0,30,30,5,7,6,0
"3258",10,"2012-06-19",88,73,81,65,71,0,16,NA,0,30,30,6,8,7,0
"3278",10,"2012-06-20",87,78,83,67,72,0,18,NA,0,30,30,11,8,11,0
"3298",10,"2012-06-21",87,78,83,68,73,0,18,NA,0,29,29,9,9,9,1
"3318",10,"2012-06-22",88,78,83,73,75,0,18,NA,0,29,29,6,11,6,1
"3338",10,"2012-06-23",90,78,84,73,76,0,19,NA,0,29,29,4,16,6,1
"3358",10,"2012-06-24",83,75,79,73,75,0,14,NA,1,29,29,11,13,11,2
"3378",10,"2012-06-25",90,75,83,74,76,0,18,NA,4,29,29,11,14,13,3
"3398",10,"2012-06-26",85,75,80,74,76,0,15,NA,4,29,29,8,8,12,4
"3418",10,"2012-06-27",85,72,79,65,69,0,14,NA,0,29,29,10,36,12,3
"3438",10,"2012-06-28",92,68,80,61,68,0,15,NA,0,30,30,3,16,5,2
"3458",10,"2012-06-29",97,73,85,67,73,0,20,NA,0,29,29,8,25,9,1
"3478",10,"2012-06-30",98,76,87,72,77,0,22,NA,0,29,29,9,24,9,0
"3498",10,"2012-07-01",97,78,88,72,76,0,23,NA,0,29,29,7,23,9,0
"3518",10,"2012-07-02",96,77,87,70,74,0,22,NA,0,30,30,1,3,5,0
"3538",10,"2012-07-03",98,76,87,70,75,0,22,NA,0,29,30,4,22,5,0
"3558",10,"2012-07-04",96,78,87,71,75,0,22,NA,0,30,30,4,22,6,0
"3578",10,"2012-07-05",96,76,86,70,75,0,21,NA,0,29,30,5,23,6,0
"3598",10,"2012-07-06",97,79,88,70,75,0,23,NA,0,29,30,5,22,6,0
"3618",10,"2012-07-07",96,75,86,69,75,0,21,NA,0,30,30,3,17,6,0
"3638",10,"2012-07-08",97,79,88,71,76,0,23,NA,0,30,30,3,19,6,0
"3658",10,"2012-07-09",98,79,89,71,76,0,24,NA,0,29,30,5,20,8,0
"3678",10,"2012-07-10",97,79,88,71,75,0,23,NA,0,29,30,5,18,6,0
"3698",10,"2012-07-11",94,78,86,69,74,0,21,NA,0,30,30,1,18,5,0
"3718",10,"2012-07-12",93,80,87,72,76,0,22,NA,0,30,30,7,10,8,0
"3738",10,"2012-07-13",93,81,87,71,76,0,22,NA,0,30,30,10,13,11,0
"3758",10,"2012-07-14",93,81,87,71,76,0,22,NA,0,30,30,10,11,10,0
"3778",10,"2012-07-15",91,78,85,71,75,0,20,NA,0,30,30,4,11,6,0
"3798",10,"2012-07-16",89,79,84,72,75,0,19,NA,0,30,30,2,13,5,0
"3818",10,"2012-07-17",91,75,83,70,74,0,18,NA,0,29,29,1,22,3,0
"3838",10,"2012-07-18",90,75,83,72,74,0,18,NA,0,30,30,5,21,6,0
"3858",10,"2012-07-19",89,77,83,73,75,0,18,NA,0,30,30,7,21,7,0
"3878",10,"2012-07-20",97,78,88,71,76,0,23,NA,0,30,30,8,21,9,0
"3898",10,"2012-07-21",97,78,88,72,76,0,23,NA,0,30,30,5,15,7,0
"3918",10,"2012-07-22",96,81,89,72,76,0,24,NA,0,30,30,7,13,8,0
"3938",10,"2012-07-23",94,79,87,71,75,0,22,NA,0,30,30,6,16,8,0
"3958",10,"2012-07-24",94,76,85,70,75,0,20,NA,0,30,30,8,21,8,0
"3978",10,"2012-07-25",98,78,88,72,76,0,23,NA,0,29,29,5,21,7,0
"3998",10,"2012-07-26",98,81,90,73,77,0,25,NA,0,29,29,8,22,9,0
"4018",10,"2012-07-27",98,79,89,71,76,0,24,NA,0,29,30,7,24,8,0
"4038",10,"2012-07-28",96,80,88,73,77,0,23,NA,0,30,30,4,22,6,0
"4058",10,"2012-07-29",95,80,88,73,77,0,23,NA,0,29,30,6,21,7,1
"4078",10,"2012-07-30",92,77,85,73,75,0,20,NA,0,29,29,8,21,9,2
"4098",10,"2012-07-31",94,76,85,72,75,0,20,NA,0,29,29,7,23,8,3
"4118",10,"2012-08-01",94,77,NA,73,76,NA,NA,NA,1,29,29,6,24,7,4
"4138",10,"2012-08-02",96,76,86,72,76,0,21,NA,0,29,29,5,21,6,3
"4158",10,"2012-08-03",94,75,85,71,75,0,20,NA,0,29,30,4,15,6,2
"4178",10,"2012-08-04",90,77,84,73,76,0,19,NA,0,30,30,8,7,9,1
"4198",10,"2012-08-05",90,77,84,74,76,0,19,NA,0,30,30,7,13,9,0
"4218",10,"2012-08-06",91,80,86,74,77,0,21,NA,0,30,30,6,15,7,0
"4238",10,"2012-08-07",92,77,85,72,75,0,20,NA,0,30,30,5,18,7,0
"4258",10,"2012-08-08",92,78,85,73,76,0,20,NA,0,29,30,4,22,6,0
"4278",10,"2012-08-09",95,78,87,72,76,0,22,NA,0,29,29,7,21,8,1
"4298",10,"2012-08-10",96,78,87,71,75,0,22,NA,0,29,29,6,21,8,2
"4318",10,"2012-08-11",95,78,87,71,75,0,22,NA,0,29,29,6,18,7,3
"4338",10,"2012-08-12",92,77,85,72,75,0,20,NA,1,29,29,4,21,7,4
"4358",10,"2012-08-13",94,78,86,71,76,0,21,NA,0,29,30,5,20,6,3
"4378",10,"2012-08-14",92,74,83,70,75,0,18,NA,0,29,30,3,20,5,2
"4398",10,"2012-08-15",93,78,86,72,76,0,21,NA,0,29,30,4,23,7,1
"4418",10,"2012-08-16",93,76,85,72,76,0,20,NA,0,29,30,3,20,8,1
"4438",10,"2012-08-17",91,73,82,72,74,0,17,NA,2,29,29,6,22,7,1
"4458",10,"2012-08-18",93,78,86,71,76,0,21,NA,0,29,29,6,24,7,2
"4478",10,"2012-08-19",91,76,84,73,75,0,19,NA,1,29,29,8,21,8,3
"4498",10,"2012-08-20",89,75,82,72,74,0,17,NA,3,29,29,3,19,8,4
"4518",10,"2012-08-21",81,72,77,70,72,0,12,NA,0,29,30,3,22,6,3
"4538",10,"2012-08-22",84,73,79,71,73,0,14,NA,0,30,30,4,20,5,2
"4558",10,"2012-08-23",87,73,80,69,73,0,15,NA,0,30,30,3,27,6,1
"4578",10,"2012-08-24",89,69,79,67,71,0,14,NA,0,30,30,3,2,5,0
"4598",10,"2012-08-25",87,77,82,69,73,0,17,NA,0,30,30,10,4,10,0
"4618",10,"2012-08-26",87,75,81,71,75,0,16,NA,0,29,30,15,4,15,1
"4638",10,"2012-08-27",83,77,80,75,76,0,15,NA,0,29,29,11,10,12,2
"4658",10,"2012-08-28",92,75,84,74,76,0,19,NA,0,29,29,10,16,10,3
"4678",10,"2012-08-29",88,77,83,74,76,0,18,NA,1,29,29,4,16,6,4
"4698",10,"2012-08-30",92,77,85,74,77,0,20,NA,0,30,30,5,11,5,3
"4718",10,"2012-08-31",91,80,86,75,78,0,21,NA,0,30,30,4,8,5,2
"4738",10,"2012-09-01",93,78,86,73,77,0,21,NA,0,30,30,3,11,4,1
"4758",10,"2012-09-02",93,77,85,72,75,0,20,NA,0,30,30,5,17,6,0
"4778",10,"2012-09-03",94,78,86,69,74,0,21,NA,0,29,30,6,17,7,0
"4798",10,"2012-09-04",93,78,86,70,75,0,21,NA,0,29,29,5,18,7,0
"4818",10,"2012-09-05",94,78,86,71,76,0,21,NA,0,29,29,5,16,6,0
"4838",10,"2012-09-06",92,76,84,72,75,0,19,NA,0,29,29,3,19,6,0
"4858",10,"2012-09-07",93,77,85,72,75,0,20,NA,0,29,29,4,21,6,0
"4878",10,"2012-09-08",93,77,85,72,76,0,20,NA,0,29,29,8,21,8,0
"4898",10,"2012-09-09",91,78,85,72,75,0,20,NA,0,29,29,5,28,8,0
"4918",10,"2012-09-10",87,76,82,66,71,0,17,NA,0,29,30,9,3,10,0
"4938",10,"2012-09-11",88,78,83,63,70,0,18,NA,0,30,30,10,7,10,0
"4958",10,"2012-09-12",87,76,82,69,73,0,17,NA,0,30,30,11,5,11,0
"4978",10,"2012-09-13",84,72,78,72,74,0,13,NA,0,30,30,7,3,8,0
"4998",10,"2012-09-14",86,74,80,73,75,0,15,NA,0,30,30,7,5,9,0
"5018",10,"2012-09-15",85,76,81,73,75,0,16,NA,0,30,30,6,5,6,0
"5038",10,"2012-09-16",87,76,82,72,75,0,17,NA,0,30,30,5,11,5,0
"5058",10,"2012-09-17",88,76,82,72,75,0,17,NA,0,29,29,8,15,9,0
"5078",10,"2012-09-18",81,74,78,74,75,0,13,NA,0,29,29,9,20,10,0
"5098",10,"2012-09-19",88,74,81,72,74,0,16,NA,0,29,29,0,20,5,0
"5118",10,"2012-09-20",85,75,80,73,75,0,15,NA,0,29,30,6,6,7,0
"5138",10,"2012-09-21",84,74,79,73,75,0,14,NA,0,29,30,4,4,6,0
"5158",10,"2012-09-22",89,76,83,72,75,0,18,NA,0,29,30,2,9,5,0
"5178",10,"2012-09-23",91,71,81,65,71,0,16,NA,0,30,30,5,32,6,0
"5198",10,"2012-09-24",87,66,77,57,65,0,12,NA,0,30,30,4,2,6,0
"5218",10,"2012-09-25",84,77,81,67,72,0,16,NA,0,30,30,12,5,13,0
"5238",10,"2012-09-26",89,73,81,72,75,0,16,NA,0,30,30,4,4,7,0
"5258",10,"2012-09-27",89,76,83,73,75,0,18,NA,0,30,30,5,5,6,0
"5278",10,"2012-09-28",89,74,82,72,75,0,17,NA,0,30,30,5,4,6,0
"5298",10,"2012-09-29",90,73,82,70,74,0,17,NA,0,29,29,1,5,4,0
"5318",10,"2012-09-30",89,77,83,74,76,0,18,NA,0,29,29,4,18,6,0
"5338",10,"2012-10-01",91,75,83,75,77,0,18,NA,0,29,29,7,18,8,0
"5358",10,"2012-10-02",90,78,84,73,76,0,19,NA,0,29,29,10,20,11,0
"5378",10,"2012-10-03",85,76,81,73,75,0,16,NA,0,30,30,0,1,4,0
"5398",10,"2012-10-04",91,74,83,74,76,0,18,NA,0,30,30,0,1,4,0
"5418",10,"2012-10-05",88,76,82,75,77,0,17,NA,0,30,30,3,5,5,1
"5438",10,"2012-10-06",87,76,82,74,76,0,17,NA,0,29,29,2,5,5,2
"5458",10,"2012-10-07",90,74,82,72,75,0,17,NA,0,29,29,2,13,5,3
"5478",10,"2012-10-08",86,71,79,73,75,0,14,NA,1,29,29,1,1,6,4
"5498",10,"2012-10-09",71,63,67,64,65,0,2,NA,0,30,30,9,1,9,3
"5518",10,"2012-10-10",81,60,71,63,65,0,6,NA,0,30,30,2,35,4,2
"5538",10,"2012-10-11",82,67,75,63,67,0,10,NA,0,30,30,6,1,7,1
"5558",10,"2012-10-12",83,67,75,63,68,0,10,NA,0,30,30,4,2,6,0
"5578",10,"2012-10-13",84,73,79,67,71,0,14,NA,0,30,30,9,5,9,0
"5598",10,"2012-10-14",86,71,79,70,73,0,14,NA,0,30,30,5,8,7,0
"5618",10,"2012-10-15",86,71,79,69,72,0,14,NA,0,29,29,3,28,3,0
"5638",10,"2012-10-16",79,66,73,58,64,0,8,NA,0,29,29,10,1,11,0
"5658",10,"2012-10-17",79,66,73,64,67,0,8,NA,0,29,29,4,4,6,0
"5678",10,"2012-10-18",88,69,79,68,71,0,14,NA,0,29,29,4,19,6,0
"5698",10,"2012-10-19",81,68,75,64,68,0,10,NA,0,29,29,0,31,5,0
"5718",10,"2012-10-20",82,60,71,50,59,0,6,NA,0,29,29,6,29,7,0
"5738",10,"2012-10-21",79,60,70,55,61,0,5,NA,0,30,30,6,1,8,0
"5758",10,"2012-10-22",79,66,73,63,66,0,8,NA,0,30,30,9,2,10,0
"5778",10,"2012-10-23",82,65,74,65,68,0,9,NA,0,30,30,7,3,9,0
"5798",10,"2012-10-24",84,67,76,68,70,0,11,NA,0,30,30,7,4,9,0
"5818",10,"2012-10-25",84,71,78,71,73,0,13,NA,0,29,29,9,5,11,0
"5838",10,"2012-10-26",78,72,75,68,71,0,10,NA,0,29,29,20,1,20,0
"5858",10,"2012-10-27",74,67,71,63,66,0,6,NA,0,29,29,17,33,17,0
"5878",10,"2012-10-28",77,58,68,56,60,0,3,NA,0,29,29,11,29,12,0
"5898",10,"2012-10-29",67,49,58,38,48,7,0,NA,0,29,29,12,29,12,0
"5918",10,"2012-10-30",66,44,55,29,43,10,0,NA,0,29,29,13,26,13,0
"5938",10,"2012-10-31",72,47,60,38,49,5,0,NA,0,29,29,10,26,10,0
"5958",10,"2012-11-01",75,54,65,46,54,0,0,NA,0,29,29,7,27,8,0
"5978",10,"2012-11-02",78,49,64,44,53,1,0,NA,0,29,30,4,24,5,0
"5998",10,"2012-11-03",83,58,71,57,62,0,6,NA,0,30,30,1,18,4,0
"6018",10,"2012-11-04",84,60,72,60,64,0,7,NA,0,30,30,5,22,6,0
